9.0643,959.95,15.32,27.179,11.507,1037.1,17.789,16.049,25.855,18.117,13.89,20.171,10.923,23.965,14.631,26.521,952.9,1070.8,976.54,7.4493,958.7,11.703,10.718,17.541,12.114,9.8015,13.109,29.934,15.74,8.2505,29.163,1057.5,29.147,1004.4,966.56,11.271,1078.6,1007.8,10.648,992.85,1036,10.505,940.57,11.46,9.5966,10.159,989.15,8.1433,19.137,14.17,18.443,26.963,14.024,15.92,24.778,1052.3,956.63,10.385,1068.5,17.316,995.32,11.601,975.95,23.527,1077.6,18.673,997.7,8.3181,1065.4,13.672,10.706,30.004,19.171,13.836,14.904,16.771,959.41,29.172,21.76,22.872,1005.6,11.7,16.702,12.139,13.62,14.063,18.593,14.204,1017.2,9.5473,1016.8,15.128,19.76,9.0589,1005.7,16.186,25.749,19.571,24.912,15.693,12.628,10.422,26.821,10.854,24.707,1010.5,8.8549,18.683,24.861,1022.4,20.172,11.564,22.442,27.408,989.81,27.787,12.701,34.847,17.51,20.175,12.588,24.29,11.609,10.804,10.691,25.808,1042,11.815,7.5876,16.047,1017.5,997.95,20.994,21.554,20.375,1051,1027.1,13.138,26.871,9.4551,14.389,10.729,23.666,25.714,23.414,22.76,9.4788,1018.5,25.201,6.8575,1020.9,26.425,11.486,978.23,7.5047,13.261,1067.3,23.78,27.456,1011.1,20.688,986.37,27.669,1007.4,1005.7,999.39,12.503,1083.3,21.53,1112,12.23,16.343,13.714,22.245,9.1644,998.95,994.58,24.092,1053.9,1001.5,26.424,1061.1,20.076,16.615,12.262,13.38,10.494,22.351,22.751,28.863,25.198,19.827,12.259,979.7,27.1,10.892,24.294,1059.1,955.52,18.803,961.02,11.598,19.259,13.745,11.865,20.755,27.188,27.609,975.28,1010.3,12.365,10.656,16.882,12.443,9.2173,25.856,16.444,6.4381,993.9,16.016,29.505,13.486,15.386,1029.2,11.793,27.484,10.976,30.343,23.468,29.23,962.39,17.579,29.436,16.232,15.578,9.779,12.763,8.9927,976.55,11.599,10.338,31.182,18.98,21.707,15.661,18.406,1009.3,9.0359,965.55,23.15,14.337,14.538,12.713,960.17,974.09,25.542,15.857,29.009,12.541,8.161,24.625,20.633,12.217,14.036,974.54,21.139,15.173,11.796,10.14,12.769,978.95,12.1,10.071,969.88,15.878,9.8603,10.023,974.76
3369.6,80807,5529.3,9825.6,4201.9,86135,6116.9,5834.6,8867.1,6531.5,4984.5,7299,3997,8197.5,5423.4,9131.1,55661,80931,74137,2725.5,76328,4294,3930,6359.1,4579.8,3602.9,4786.3,10670,5652.3,3060.2,10502,82711,10453,72361,69239,4131.9,90274,76461,3886.8,78459,73867,3885.6,65772,4208.2,3451.1,3718.4,78463,3070.6,6937.7,5106.2,6644,9855.1,5079.7,5675.4,8694,83253,70440,3745.1,84123,6321.4,68729,4280.3,69714,8263.7,89830,6598.9,86882,3145.5,71305,4981.8,3874.2,10894,6507,4994.6,5482.1,6001.6,73841,10668,7680.2,7778.9,74306,4238.9,6050.5,4528,4975.2,5096.4,6494.9,5346.1,73229,3561.1,68837,5323.1,6962.7,3384.9,72712,5914.3,8752.6,6907.2,8750.8,5755.1,4714.2,3864.9,9459.6,3974.6,8745.7,73610,3302.3,6580.2,8727.2,79150,7101.9,4256.9,8008.6,9299.3,76361,10036,4566.7,12333,6383.8,7184.7,4555.6,8170.3,4265.9,3958.9,3964.4,9169.7,76414,4295.7,2832.3,5948.2,77141,73941,7613,7692.3,7440,72450,77307,4805.5,9711.1,3413.9,5159,3925.4,8426.2,9282.8,8336.4,8289.4,3496,79011,8717.1,2591.2,81786,9495.3,4228.9,69520,2770,4658.7,84824,8364.6,10127,72770,7386.9,71370,9889.6,75915,81082,71077,4634.2,77233,7753.6,98855,4542,5924,5087.1,7811.1,3422.7,68410,71421,8923.2,72140,76160,9456,84740,7225.4,5890.3,4518.9,5002.6,3820.8,7873.6,8166.2,10396,9159,6804.7,4563,70769,9773.9,4031.7,8574.2,76822,75116,6788.8,68480,4370.7,6878,5043.8,4445.9,7216.1,9755,9883.2,76780,67775,4577.7,3963.2,6111.2,4579.6,3409.6,9569.9,5969.5,2422.3,75928,5757.6,10500,4865.8,5528.1,79353,4353.6,9991.6,3974.7,11313,8309,10390,74678,6477.9,10646,5652.3,5551.4,3665.7,4612.6,3347.1,79420,4231.1,3761.8,11141,6975.4,7663.4,5698.6,6419,72048,3387.9,76829,8318.3,5095.1,5385.1,4624.2,72057,78840,9010.4,5806.1,10360,4565.8,3043.8,8394.9,7070.5,4492.9,4984.2,72854,7451,5304.6,4336.5,3774.5,4694.5,80921,4413.2,3685.5,76425,5856.4,3621.7,3688.6,73185
58.048,284.27,74.359,99.124,64.822,293.49,78.211,76.385,94.165,80.817,70.601,85.434,63.222,90.54,73.644,95.557,235.93,284.48,272.28,52.207,276.27,65.529,62.689,79.744,67.674,60.024,69.183,103.3,75.182,55.319,102.48,287.59,102.24,269,263.13,64.28,300.46,276.52,62.344,280.1,271.79,62.335,256.46,64.871,58.746,60.979,280.11,55.413,83.293,71.458,81.511,99.273,71.272,75.335,93.242,288.54,265.41,61.198,290.04,79.507,262.16,65.424,264.03,90.905,299.72,81.233,294.76,56.085,267.03,70.582,62.243,104.38,80.666,70.672,74.041,77.47,271.74,103.28,87.637,88.198,272.59,65.107,77.785,67.29,70.535,71.389,80.591,73.117,270.61,59.675,262.37,72.96,83.443,58.18,269.65,76.904,93.555,83.11,93.546,75.863,68.66,62.168,97.261,63.044,93.518,271.31,57.465,81.119,93.42,281.34,84.273,65.245,89.491,96.433,276.34,100.18,67.577,111.05,79.899,84.762,67.495,90.39,65.314,62.92,62.964,95.758,276.43,65.542,53.22,77.124,277.74,271.92,87.253,87.706,86.255,269.16,278.04,69.322,98.545,58.428,71.826,62.653,91.794,96.347,91.304,91.046,59.127,281.09,93.365,50.903,285.98,97.444,65.03,263.67,52.63,68.255,291.25,91.458,100.63,269.76,85.947,267.15,99.446,275.53,284.75,266.6,68.075,277.91,88.055,314.41,67.394,76.968,71.324,88.38,58.504,261.55,267.25,94.463,268.59,275.97,97.242,291.1,85.002,76.748,67.223,70.729,61.813,88.734,90.367,101.96,95.703,82.49,67.55,266.02,98.863,63.496,92.597,277.17,274.07,82.394,261.69,66.112,82.934,71.02,66.677,84.948,98.768,99.414,277.09,260.34,67.659,62.954,78.174,67.673,58.392,97.826,77.263,49.217,275.55,75.879,102.47,69.755,74.351,281.7,65.982,99.958,63.045,106.36,91.154,101.93,273.27,80.485,103.18,75.182,74.508,60.545,67.916,57.855,281.82,65.047,61.333,105.55,83.519,87.541,75.489,80.119,268.42,58.206,277.18,91.204,71.38,73.383,68.002,268.43,280.78,94.923,76.198,101.78,67.571,55.171,91.624,84.086,67.029,70.599,269.92,86.319,72.833,65.852,61.437,68.516,284.47,66.432,60.709,276.45,76.527,60.181,60.734,270.53
2.2204e-18,898,2.2204e-18,2.2204e-18,2.2204e-18,991,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,945,1053,937,2.2204e-18,903,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1038,2.2204e-18,986,921,2.2204e-18,1033,967,2.2204e-18,951,1011,2.2204e-18,906,2.2204e-18,2.2204e-18,2.2204e-18,935,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1017,900,2.2204e-18,1044,2.2204e-18,979,2.2204e-18,948,2.2204e-18,1039,2.2204e-18,941,2.2204e-18,1051,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,908,2.2204e-18,2.2204e-18,2.2204e-18,966,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,987,2.2204e-18,1000,2.2204e-18,2.2204e-18,2.2204e-18,984,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,991,2.2204e-18,2.2204e-18,2.2204e-18,989,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,946,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1017,2.2204e-18,2.2204e-18,2.2204e-18,983,963,2.2204e-18,2.2204e-18,2.2204e-18,1038,995,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,983,2.2204e-18,2.2204e-18,973,2.2204e-18,2.2204e-18,952,2.2204e-18,2.2204e-18,1053,2.2204e-18,2.2204e-18,997,2.2204e-18,966,2.2204e-18,969,955,979,2.2204e-18,1068,2.2204e-18,1074,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,987,967,2.2204e-18,1038,966,2.2204e-18,1028,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,940,2.2204e-18,2.2204e-18,2.2204e-18,1053,898,2.2204e-18,923,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,923,983,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,958,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,999,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,919,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,918,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,985,2.2204e-18,905,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,912,915,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,922,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,922,2.2204e-18,2.2204e-18,917,2.2204e-18,2.2204e-18,2.2204e-18,928
6.5246,0.30964,4.9723,3.6391,5.7772,0.21598,4.5765,4.8799,3.7684,4.5901,5.2673,4.3415,5.9222,3.8869,5.1002,3.7543,0.029093,0.13198,0.15635,7.2106,0.26833,5.7034,5.9672,4.6375,5.6325,6.2553,5.388,3.4901,4.8722,6.9021,3.5454,0.08322,3.5659,0.089631,0.20412,5.8284,0.17685,0.1517,6.0329,0.15325,0.070381,6.0668,0.083117,5.8019,6.3226,6.1825,0.24904,6.9144,4.4007,5.1981,4.4577,3.6793,5.2292,4.8664,3.829,0.17385,0.28982,6.0619,0.084033,4.6901,0.10973,5.7898,0.10328,3.9688,0.14151,4.3919,0.25707,6.8523,0.0065211,5.3314,5.9992,3.4563,4.3501,5.2718,5.055,4.7644,0.21971,3.5645,4.0726,3.9921,0.16331,5.6829,4.7688,5.6459,5.3219,5.2292,4.4525,5.1697,0.099356,6.367,0.0024156,4.9907,4.2942,6.6048,0.014391,4.8474,3.7659,4.3297,3.8293,4.9414,5.5408,6.0816,3.6941,5.9233,3.8661,0.084321,6.6209,4.4834,3.8036,0.10834,4.2751,5.775,4.087,3.6166,0.19738,3.5539,5.5023,3.2341,4.6408,4.2683,5.5431,3.8356,5.7614,5.9649,6.0311,3.8051,0.058259,5.7065,7.189,4.8512,0.16529,0.079246,4.2304,4.1508,4.3038,-0.039536,0.096634,5.404,3.69,6.4386,5.1275,5.9705,3.8706,3.7726,3.9979,4.023,6.4005,0.10108,3.8164,7.5357,0.16918,3.7423,5.7962,0.097778,7.2258,5.3404,0.17373,3.9083,3.6705,0.024896,4.216,0.06198,3.6573,0.11749,0.20722,0.069951,5.5362,0.047425,4.1454,0.13843,5.6303,4.8332,5.2827,4.0826,6.4903,-0.0051284,0.1534,3.9277,0.015883,0.13574,3.754,0.1643,4.3279,4.7479,5.6192,5.3404,6.094,3.9993,4.0527,3.5643,3.8134,4.2735,5.5603,0.14036,3.6723,5.9574,3.8795,-0.070606,0.31146,4.4851,0.12809,5.7644,4.3343,5.2837,5.6692,4.2478,3.6838,3.6311,0.27098,0.28602,5.5556,5.9905,4.6818,5.5876,6.48,3.7649,4.7861,7.7744,0.25001,4.8308,3.4828,5.3252,4.9925,0.10852,5.7001,3.6915,5.9129,3.4827,3.9548,3.5307,0.18786,4.6405,3.5076,4.7583,4.9212,6.289,5.4774,6.5556,0.23433,5.7844,6.092,3.3678,4.4463,4.1287,4.9026,4.4342,0.03009,6.5658,0.22342,3.9995,5.1445,5.0715,5.4864,0.17577,0.29248,3.7705,4.8539,3.5666,5.5026,6.9335,3.8432,4.2266,5.5981,5.192,0.23274,4.1531,4.9301,5.7149,6.189,5.4943,0.328,5.6574,6.1812,0.25239,4.9093,6.2565,6.2448,0.22391
45.006,1.9333,27.025,15.173,35.838,2.126,23.439,26.129,16.525,23.365,30.294,21.059,37.493,17.418,28.132,16.5,2.3277,2.9722,1.956,54.917,2.0509,34.818,38.024,23.724,33.759,41.58,31.349,14.229,25.976,50.443,14.571,2.0517,14.781,2.2949,1.8854,36.369,1.9915,1.9073,39.045,1.9654,1.979,39.268,1.7805,36.103,42.729,40.874,1.9153,50.251,21.445,29.473,21.891,15.45,29.782,26.073,16.801,2.1164,1.9299,39.398,2.0077,24.214,2.5532,36.024,2.0177,17.976,1.9195,21.387,1.9268,49.362,2.1682,30.917,38.68,13.838,21.36,30.287,27.766,25.045,1.8879,14.662,18.654,18.34,2.0629,34.692,25.015,34.127,30.716,29.79,22.145,28.692,2.0289,42.953,1.9749,27.402,20.604,46.233,1.7972,25.695,16.55,20.935,16.806,26.652,32.983,39.381,15.775,37.487,17.105,2.2404,46.288,22.481,16.561,2.0328,20.499,35.759,18.877,15.402,1.8875,14.404,32.88,12.604,23.705,20.33,33.304,17.059,35.595,38.121,38.798,16.673,2.0359,35.042,54.425,25.525,2.1879,1.7331,20.011,19.418,20.618,1.9937,1.8981,31.586,15.597,44.497,28.66,38.102,16.905,16.239,18.186,18.16,43.532,1.842,16.846,59.243,1.8376,16.084,35.996,2.0093,55.179,31.117,2.6794,17.425,15.362,1.9878,19.882,1.9327,15.486,1.7738,1.9592,2.0884,32.895,2.0844,19.271,1.9402,34.01,25.668,30.107,18.935,44.485,2.0742,2.2272,17.332,2.1098,2.0784,16.243,1.9745,20.942,24.856,33.972,30.589,39.868,18.049,18.57,14.719,16.497,20.565,32.999,1.8574,15.481,37.897,17.21,1.9266,2.2819,22.335,1.7699,35.367,20.829,30.216,34.232,20.471,15.636,15.258,2.1112,3.3637,33.056,38.125,24.008,33.654,44.526,16.024,25.08,63.017,2.5348,25.571,14.118,30.81,27.401,1.9626,34.793,15.665,37.557,13.966,17.776,14.539,1.8919,23.619,14.234,25.011,26.639,41.864,32.481,45.435,1.7947,36.043,39.663,13.27,21.797,19.279,26.179,21.883,1.7739,45.55,1.7594,18.082,28.975,27.717,32.508,1.7725,2.1013,16.305,25.613,14.85,32.621,50.797,17.118,20.233,33.683,29.463,1.8662,19.384,26.715,35.073,40.771,32.556,2.3651,34.539,40.757,2.0017,26.279,41.7,41.622,2.0689
947.4,10.721,998.1,1065.7,972.16,22.657,997.44,1010.5,1057.1,1019.9,994.9,1029.9,957.42,1043.2,983.57,1084.3,12.579,26.393,12.117,942.79,10.64,961.31,964.2,1015.7,964.41,951.6,981.37,1082.9,987.06,961.69,1071.5,25.754,1081.1,18.764,9.6007,966.19,27.227,17.972,975.27,14.572,21.269,969.37,9.3496,972.76,958.05,969.86,13.689,948.46,1013.5,996.87,990.8,1057.4,995.19,1003.5,1046.7,23.196,8.5862,962.02,27.161,1015.8,18.384,984.76,12.499,1038.7,26.39,1000.6,15.514,949.06,25.241,1000.9,974.02,1075.2,1010.2,997.52,996.24,1000.7,11.181,1079.3,1011.3,1043.7,17.254,963.58,1007.8,974.88,992.7,995.51,1006.2,978.25,20.924,960.14,17.577,989.91,1004.1,963.25,18.887,998.52,1059.5,1005.6,1042,999.54,986.38,964.16,1064.1,960.07,1046.4,16.972,948.02,1020.3,1040.3,18.641,1008.3,974.2,1035.7,1077.4,14.97,1031,987.92,1148.7,1011.1,1004.9,988.12,1035.5,970.93,976.68,959.97,1068.3,21.026,969.44,950.77,981.92,19.304,13.986,1032.2,1039.6,1031.5,22.59,21.346,986.9,1055.5,975.37,980.37,963.64,1019.6,1059.2,1051.9,1030,959.94,18.886,1055.2,929.79,18.342,1066.9,970.74,13.88,955.97,969.44,27.937,1044.2,1057.3,22.047,1016.1,19.407,1081.2,15.203,17.277,14.545,977.02,27.888,1029.8,31.792,976.38,1012.2,987.89,1036.7,947.34,19.82,13.85,1047.7,24.075,17.63,1076.6,23.613,1029.5,992.68,981.01,974.44,972.74,1021.4,1046.5,1071.8,1045.2,1005.5,960.11,13.295,1061.9,967.82,1050.3,26.001,9.9457,1022.9,9.6941,967.68,1003.1,989.57,962.5,1036.8,1064.3,1090,13.159,17.08,965.91,952.58,987.13,985.17,957.91,1053.3,993.07,926.33,18.294,988.77,1067.7,989.02,1009.2,21.379,969.55,1066.5,970.43,1085.1,1036.8,1081.3,10.871,1008.6,1072,985.4,1001.8,955.9,980.31,952.46,12.08,982.92,955.84,1084,1012.3,1033,980.47,993.65,15.607,955.43,11.314,1044.2,992.71,977.32,982.47,10.242,12.335,1041,980.52,1103.9,971.37,960.61,1052.7,1007.3,979.18,990.98,10.29,1011.3,984.42,976.03,969.04,981.69,12.647,985.39,961.27,10.224,1000.1,962.97,964.52,10.936
70821,4009,72124,76337,76260,8229.3,66625,76487,84805,82531,72815,96694,79007,75078,86428,82069,4382.3,9357.3,4520.5,68156,3879,74191,67476,71590,81049,72840,63167,85803,71562,69773,86147,9031.5,86076,6580.1,3499.5,76894,9619.5,6369.6,75678,5315.9,7487.6,70426,3508.4,78388,71214,70990,5032.4,68150,69517,77056,70537,81182,71530,72647,78107,8098.9,3197.7,69683,9672.9,74920,6373.7,70551,4526.9,83100,9237.5,59071,5733.4,75342,8491.8,75960,69995,78221,61810,70691,76310,81255,4138.3,83967,72641,68971,6132.9,77564,81288,75751,77605,83050,75163,74748,7299.3,73535,6307.7,71526,70983,70692,6655.8,74855,83592,69085,82300,78096,72568,68705,77806,75466,73553,6143.2,73432,74860,75035,6743.6,74554,71955,77981,80870,5586.8,82966,79045,91874,78728,79182,69091,78883,70162,74411,81469,81809,7385.9,74789,70895,67968,7032.8,5069.2,76631,68108,75723,8113.7,7584.9,78928,79922,69954,82533,71834,71418,80632,80358,84942,75470,6837,79282,64781,6562.8,84692,76316,5243.3,72256,71014,10070,80483,79327,7919.3,71846,6882.4,79914,5483.5,6238.7,5262.2,79744,9937.7,71103,11496,74476,79992,82879,75640,75280,6873.5,4879,75006,8359.8,6443.4,80064,8470.6,75056,72233,80233,77289,73993,74676,79111,88283,83371,67705,80499,4781.4,84106,75019,73797,9477.3,3685.9,76050,3590.6,79045,64037,79617,76242,74917,83030,77413,4818.7,6034.5,71733,79897,71347,67861,65688,81423,73227,75260,6527.3,64289,86759,64531,71994,7551,79224,88418,66250,92775,78021,84388,4018.8,73357,90905,62064,72635,79155,69724,71425,4428.1,74620,71527,84931,70605,69274,79541,70992,5559.3,76330,4166.6,72153,74293,69612,74578,3769.5,4552.4,77460,66692,83966,69110,66445,71226,75292,70098,77203,3806.9,73027,67431,75040,71818,78721,4737.9,78833,60494,3811.9,76248,69688,82224,3998.5
266.12,63.316,268.56,276.29,276.15,90.715,258.12,276.56,291.21,287.28,269.84,310.96,281.08,274,293.99,286.48,66.199,96.733,67.235,261.07,62.282,272.38,259.76,267.56,284.69,269.89,251.33,292.92,267.51,264.14,293.51,95.034,293.39,81.118,59.157,277.3,98.079,79.81,275.1,72.91,86.531,265.38,59.232,279.98,266.86,266.44,70.939,261.06,263.66,277.59,265.59,284.92,267.45,269.53,279.48,89.994,56.548,263.98,98.351,273.71,79.835,265.61,67.282,288.27,96.112,243.04,75.719,274.48,92.151,275.61,264.57,279.68,248.62,265.88,276.24,285.05,64.33,289.77,269.52,262.62,78.313,278.5,285.11,275.23,278.58,288.18,274.16,273.4,85.436,271.17,79.421,267.44,266.43,265.88,81.583,273.6,289.12,262.84,286.88,279.46,269.38,262.12,278.94,274.71,271.21,78.378,270.98,273.61,273.93,82.119,273.05,268.24,279.25,284.38,74.745,288.04,281.15,303.11,280.59,281.39,262.85,280.86,264.88,272.78,285.43,286.02,85.941,273.48,266.26,260.71,83.862,71.198,276.82,260.98,275.18,90.076,87.091,280.94,282.71,264.49,287.28,268.02,267.24,283.96,283.48,291.45,274.72,82.686,281.57,254.52,81.011,291.02,276.25,72.411,268.8,266.48,100.35,283.7,281.65,88.991,268.04,82.96,282.69,74.05,78.986,72.541,282.39,99.688,266.65,107.22,272.9,282.83,287.89,275.03,274.37,82.907,69.85,273.87,91.432,80.271,282.96,92.036,273.96,268.76,283.25,278.01,272.02,273.27,281.27,297.12,288.74,260.2,283.72,69.148,290.01,273.9,271.66,97.351,60.711,275.77,59.922,281.15,253.05,282.16,276.12,273.71,288.15,278.23,69.417,77.682,267.83,282.66,267.11,260.5,256.3,285.35,270.6,274.34,80.791,253.55,294.55,254.03,268.32,86.896,281.47,297.35,257.39,304.59,279.32,290.5,63.394,270.84,301.5,249.13,269.51,281.34,264.05,267.25,66.544,273.17,267.45,291.43,265.72,263.2,282.03,266.44,74.561,276.28,64.549,268.61,272.57,263.84,273.09,61.396,67.472,278.32,258.25,289.77,262.89,257.77,266.88,274.39,264.76,277.85,61.7,270.23,259.68,273.93,267.99,280.57,68.833,280.77,245.96,61.74,276.13,263.99,286.75,63.233
888,2.2204e-18,958,1052,920,2.2204e-18,980,970,1026,972,967,957,892,1026,917,1067,2.2204e-18,2.2204e-18,2.2204e-18,887,2.2204e-18,916,919,991,902,894,954,1068,956,917,1056,2.2204e-18,1058,2.2204e-18,2.2204e-18,909,2.2204e-18,2.2204e-18,921,2.2204e-18,2.2204e-18,921,2.2204e-18,909,905,926,2.2204e-18,902,990,946,973,1044,954,973,1035,2.2204e-18,2.2204e-18,910,2.2204e-18,978,2.2204e-18,956,2.2204e-18,1000,2.2204e-18,985,2.2204e-18,891,2.2204e-18,964,932,1080,997,961,954,964,2.2204e-18,1065,1002,1030,2.2204e-18,906,968,935,948,931,964,950,2.2204e-18,901,2.2204e-18,951,985,928,2.2204e-18,968,1032,984,1017,971,946,920,1063,895,1032,2.2204e-18,889,1001,1022,2.2204e-18,977,940,1014,1049,2.2204e-18,1015,933,1125,961,971,955,1014,930,912,895,1042,2.2204e-18,921,894,966,2.2204e-18,2.2204e-18,1012,1030,1001,2.2204e-18,2.2204e-18,933,1039,929,926,917,1002,1036,1028,989,900,2.2204e-18,1031,879,2.2204e-18,1045,916,2.2204e-18,894,932,2.2204e-18,1007,1058,2.2204e-18,996,2.2204e-18,1065,2.2204e-18,2.2204e-18,2.2204e-18,921,2.2204e-18,1000,2.2204e-18,931,968,929,1023,880,2.2204e-18,2.2204e-18,1038,2.2204e-18,2.2204e-18,1064,2.2204e-18,1014,958,916,926,930,1003,1020,1049,1022,994,896,2.2204e-18,1038,917,1043,2.2204e-18,2.2204e-18,1002,2.2204e-18,912,997,938,912,1016,1043,1074,2.2204e-18,2.2204e-18,927,887,960,962,921,1025,960,852,2.2204e-18,967,1054,963,991,2.2204e-18,915,1033,937,1062,1018,1068,2.2204e-18,976,1042,963,968,888,943,900,2.2204e-18,946,915,1075,993,1031,930,967,2.2204e-18,886,2.2204e-18,1034,956,960,934,2.2204e-18,2.2204e-18,1026,952,1082,940,918,1046,984,935,941,2.2204e-18,990,948,927,920,933,2.2204e-18,935,935,2.2204e-18,969,916,895,2.2204e-18
